instruction,input,output
"제 가족으로는 아버지, 아내, 아들이 있습니다.
만일 제가 유언 없이 10억 원을 남기고 죽는다면 아들과 아버지에게는 얼마가 상속되나요?","가정법률, 후견","상속은 다음의 순위대로 정해지며, 선순위에서 상속이 이루어지면 나머지 상속인은 후순위가 되어 상속받지 못합니다(예를 들어, 1순위 상속인이 있으면 나머지 2~4순위 상속인은 상속받지 못함). 1. 피상속인의 직계비속(자녀 등) 및 법률상 배우자 2. 피상속인의 직계존속(부모 등) 및 법률상 배우자 3. 피상속인의 형제자매 4. 피상속인의 4촌 이내의 방계혈족(이모 등) 질문의 경우에는 아들과 아내가 1순위 상속인으로써 1순위에서만 상속이 이루어지므로 되므로 아버지는 상속받을 수 없습니다. 상속분은 [배우자:직계존속 또는 직계비속=1.5:1]로 산정됩니다. 따라서 아내는 6억원[10억원 X 1.5/(1.5+1.0)], 아들은 4억원[10억원 X 1.0/(1.5+1.0)]을 상속받게 됩니다."
부모님을 여의고 할머니 손에서 자랐습니다. 이번에 할머니가 돌아가셨는데 저는 할머니의 상속인이 될 수 있나요? 상속인이 된다면 얼마나 상속받을 수 있나요? 할아버지는 이미 돌아가셨고 생존해 있는 친척은 작은 아버지 가족 뿐입니다.,"가정법률, 후견","상속인이 될 직계비속이 상속 개시 전에 사망하거나 상속결격자가 되면 그의 직계비속과 배우자가 사망 또는 결격된 사람에 갈음해서 상속인이 됩니다. 이러한 대습상속인의 상속분은 사망 또는 결격된 사람의 상속분에 따릅니다. 사안의 경우 질문자의 아버지가 살아계셨다면, 할머니의 사망으로 상속인이 되는 사람은 1순위 상속인인 아버지와 작은 아버지입니다. 그러나 아버지가 이미 사망했으므로 질문자가 상속인이 될 아버지의 상속순위에 갈음해서 작은 아버지와 공동상속인이 됩니다. 같은 순위에 있는 상속인의 상속분은 균분됩니다. 따라서 질문자와 작은 아버지는 할머니의 재산은 1:1의 비율로 상속합니다. 예를 들어, 할머니가 남긴 재산이 1억원이라면 질문자와 작은 아버지는 각각 5천만원을 상속하게 됩니다. ◇ 상속순위 ☞ 상속은 다음의 순위대로 정해지며, 선순위에서 상속이 이루어지면 나머지 상속인은 후순위가 되어 상속받지 못합니다(예를 들어, 1순위 상속인이 있으면 나머지 2~4순위 상속인은 상속받지 못함). 1. 피상속인의 직계비속(자녀 등) 및 법률상 배우자 2. 피상속인의 직계존속(부모 등) 및 법률상 배우자 3. 피상속인의 형제자매 4. 피상속인의 4촌 이내의 방계혈족(이모 등)"
"남편이 사망한 후 저와 딸은 상가건물 3채를 각각 나누어 가졌습니다. 
그런데 인지청구소송을 통해 남편의 아들이라고 주장하는 사람이 나타나서 상가건물 한 채는 자신의 상속재산이라고 주장합니다.
상가건물은 이미 팔아서 현금화했는데 그에게 상가건물을 주어야 하나요?","가정법률, 후견","남편의 사망 이후에 인지청구소송을 통해서 인지된 남편의 아들은 상속인의 직계비속(상속 1순위)으로 아내, 딸과 함께 상속인이 됩니다. 따라서 인지된 아들은 상속재산을 받을 수 있습니다. 그러나 상속인인 아내와 딸이 이미 상속재산을 분할했다면 다른 상속인인 아들은 그 상속분에 상당한 가액의 지급을 청구할 수 있을 뿐이고, 특정한 상속재산(질문에서의 상가건물)을 주장할 수는 없습니다. ◇ 상속재산의 분할 ☞ 공동상속인이 있는 경우 상속이 개시되면 상속재산은 공동상속인의 공유가 됩니다. 이 경우 상속재산을 상속인 각자의 재산으로 분할할 필요가 있는데, 이를 상속재산의 분할이라고 합니다."
"부모님의 재산을 상속하려고 하는데, 상속승인신고를 따로 해야 하나요?","가정법률, 후견","상속이 개시된 후 상속의 효과를 거부하고 싶지 않을 때에는 가만히 있어도 상속이 승인됩니다. 즉, 상속인이 상속승인 등의 고려기간(상속 개시가 있음을 안 날로부터 3개월) 내에 한정승인 또는 상속포기를 하지 않은 때에는 상속이 단순승인되므로, 따로 상속승인신고를 할 필요는 없습니다. ◇ 상속승인의 취소 ☞ 일단 상속승인을 하고 나면 상속 개시가 있음을 안 날로부터 3개월이 아직 지나지 않았더라도 이미 한 상속승인을 취소하지 못합니다. 다만, 상속인이 착오 사기 강박을 이유로 상속의 승인을 한 경우에는 이를 이유로 상속의 승인을 취소할 수 있습니다. 그러나 그 취소권은 추인할 수 있는 날로부터 3개월, 상속승인 또는 상속포기를 한 날로부터 1년 이내에 행사해야 합니다."
"어머니가 2천만원을 유산으로 남겼는데, 대출금액이 1천5백만원 있는 것으로 확인되었습니다.
주변 사람에게도 돈을 빌린 것으로 알고 있는데 정확히 얼만지는 알지 못합니다.
상속하면 빚까지 떠안는다는데 정확한 금액도 모르는 상태에서 상속받아야 하는 건지 불안합니다.","가정법률, 후견","상속인이 사망한 사람의 채무를 조사한 뒤 상속재산이 상속받을 채무와 비슷하지만, 채무가 좀 더 많을 가능성이 있는 경우에는 상속의 한정승인을 하는 것을 고려해 볼 수 있습니다. 상속의 한정승인이란 상속인이 상속으로 취득하게 될 재산의 한도에서 피상속인의 채무와 유증을 변제할 것으로 조건으로 상속을 승인하려는 의사표시입니다. 상속인이 상속의 한정승인을 한 때에는 상속채무가 상속으로 얻게 되는 적극재산을 초과하는 경우에도 상속인 본인의 재산으로 이를 변제할 의무가 없습니다. 상속인이 한정승인을 하려면 상속 개시가 있음을 안 날로부터 3개월 이내에 상속 개시지의 가정법원에 한정승인의 신고를 해야 합니다. ◇ 상속승인기간이 지난 후에도 한정승인을 할 수 있는지(특별한정승인)? ☞ 상속인이 상속의 승인 전에 상속재산을 조사했음에도 불구하고 상속채무가 상속재산을 초과한다는 사실을 중대한 과실 없이 상속 개시 있음을 안 날로부터 3개월 이내에 알지 못하고 단순승인을 한 경우에는 그 새로운 채무를 알게 된 날로부터 3개월 이내에 한정승인을 할 수 있습니다. ☞ 상속인이 상속의 승인 전에 상속재산을 조사했음에도 불구하고 미성년자인 상속인이 상속채무가 상속재산을 초과하는 상속을 성년이 되기 전에 단순승인한 경우에는 성년이 된 후 그 상속의 상속채무가 상속재산을 초과하는 사실을 안 날부터 3개월 내에 한정승인을 할 수 있습니다. 미성년자인 상속인이 「민법」 제1019조제3항에 따른 한정승인을 하지 아니하였거나 할 수 없었던 경우에도 또한 같습니다."
이혼하면 아이의 양육비는 누가 부담하나요?,"가정법률, 후견","자녀의 양육비는 부부가 공동으로 부담하는 것이 원칙이므로 양육자는 상대방에게 상대방의 부담 몫만큼 양육비를 청구할 수 있습니다. 양육비는 부부가 합의해서 정할 수 있으며, 합의가 이루어지지 않으면 법원에 청구해서 정할 수 있습니다. 양육비를 정한 이후 교육비 증가 등 사정이 변경된 경우에는 당사자가 합의하거나 법원에 청구해서 양육비를 변경할 수 있습니다. 양육비는 지급 방법과 형식에 제한이 없으므로 한꺼번에 받을 수도 있고, 부동산 등 실물로 받을 수도 있습니다."
"이혼할 때 남편이 양육비를 매달 50만원씩 주라는 법원의 판결이 있었는데 양육비를 한 번도 주지 않았어요. 
어떻게 해야 양육비를 받을 수 있을까요?","가정법률, 후견","◇ 양육비 직접지급명령을 신청 양육비지급의무가 있는 상대방이 정당한 사유 없이 양육비를 2회 이상 주지 않으면 가정법원에 양육비 직접지급명령을 신청해서 상대방의 급여에서 공제하는 방식으로 양육비를 받을 수 있습니다. ◇ 담보제공명령을 신청, 양육비 일시금지급명령을 신청 또한, 양육비의 이행을 확보하기 위해 가정법원에 담보제공명령을 신청할 수 있습니다, 담보제공명령을 받은 상대방(양육비채무자)이 정해진 기간 내에 담보를 제공하지 않는 경우에는 양육비 일시금지급명령을 신청해서 양육비를 받을 수 있습니다. ◇ 이행명령을 신청, 강제집행 이 외에도 가정법원에 이행명령을 신청하거나 강제집행을 해서 양육비를 받는 방법도 고려해 볼 수 있습니다. 강제집행은 상대방의 재산에 대해 관할 법원에 강제경매를 신청한 후 경매대금에서 위자료를 충당하는 방법으로 시일이 걸릴 수 있습니다. ◇ 이행명령 ☞ 상대방이 가정법원의 판결 심판 조정조서 등에 따라 금전 지급 등의 의무를 이행하지 않을 때 당사자의 신청에 의해 가정법원이 일정한 기간 내에 그 의무를 이행할 것을 명하는 것을 말합니다. 이행명령을 불이행하는 경우 과태료 부과, 감치(監置)의 방법으로 그 이행을 강제하고 있습니다."
혼인신고는 어떻게 하나요?,"가정법률, 후견","혼인신고의 기간은 따로 정해져 있지 않으므로 언제든지 할 수 있습니다. 혼인신고는 시청 구청 읍사무소 또는 면사무소에 가서 하면 됩니다(부부 중 일방만 가도 무방). 예를 들어, 주소지가 서울이라고 하더라도 신혼여행으로 간 제주도에서 혼인신고를 할 수 있습니다. 혼인신고를 할 때는 다음의 서류를 제출해야 합니다. 1. 혼인신고서(당사자와 증인 2명의 연서가 있어야 함) 2. 혼인 당사자의 가족관계등록부의 기본증명서, 혼인관계증명서, 가족관계증명서(가족관계등록 관서에서 확인이 가능한 경우에는 제출 생략) 3. 혼인동의서 4. 사실상 혼인관계 존재확인의 재판에 따른 혼인신고인 경우 그 재판서의 등본 및 확정증명서 5. 「혼인신고특례법」에 따른 혼인의 경우 그 심판서의 등본 및 확정증명서 6. 자녀의 성과 본을 어머니의 성과 본으로 하는 협의를 한 경우에는 협의사실을 증명하는 혼인당사자의 협의서 7. 혼인 당사자의 신분증명서(다만, 사실상 혼인관계 존재확인의 확정판결에 따른 혼인신고인 경우는 출석한 신고인의 신분확인으로 상대 배우자의 신분확인을 한 것으로 봄)"
"결혼을 앞두고 있습니다. 결혼 후에 재산관리를 각자 하기로 했는데, 이 합의에 법적 효력이 있나요? 아니면 법적 효력을 갖기 위해 다른 절차를 거쳐야 하나요?","가정법률, 후견","결혼 전에 미리 혼인 중의 재산소유 관리방법 등에 관한 사항을 정해둘 수 있습니다. 이러한 부부재산약정은 혼인신고를 하기 전까지 등기(부부재산약정등기)해야 제3자에게 효력을 갖습니다. 부부재산약정등기를 하면 혼인 중에는 이를 변경할 수 없지만, 정당한 사유가 있는 경우에는 법원의 허가를 받아 변경할 수 있습니다."
파혼했는데 약혼예물을 돌려줘야 하나요?,"가정법률, 후견","상대방이 파혼에 책임이 없는 한 돌려줘야 합니다. 약혼할 때 받은 예물은 약혼의 성립을 증명하는 증거인 동시에 결혼의 불성립을 해제조건으로 하는 증여의 성질을 가지고 있습니다. 따라서 약혼이 해제되면 예물은 부당이득이 되므로 돌려주어야 합니다. 판례에 따르면, 당사자 일방의 잘못으로 약혼이 해제된 경우 그 파혼에 책임이 있는 당사자는 상대방에게 예물반환을 청구할 수 없습니다. 또한, 파혼에 책임 있는 당사자에게는 파혼으로 인한 재산상 정신상의 손해배상을 청구할 수 있습니다."
